"","season","player_id","player_name","team_id","position_group","player_quality_score","goals_above_replacement_per_96","position_value","age","pct.season.played","minutes_played"
"102","2013","7vQ7ANe5D1","Aaron Maund","a2lqR4JMr0","Defense",10.6,-0.0980730897009967,0,22,0.092218137254902,301
"103","2013","7vQ7JODqD1","John Thorrington","EKXMeX3Q64","Midfield",37.8,0.112703485254692,0.0857908847184987,33,0.342830882352941,1119
"104","2013","7vQ7P8eMD1","Kamani Hill","pzeQZ6xQKw","Offense",45.6,0.0613584905660377,0,27,0.0649509803921569,212
"105","2013","7vQ7RPYqD1","Claudio Bieler","Z2vQ1xlqrA","Offense",43,0.0534809399477807,0.626631853785901,28,0.704044117647059,2298
"106","2013","7vQ7yOz5D1","Leonardo","kaDQ0wRqEv","Defense",13.6,-0.0354666666666667,0,25,0.363970588235294,1188
"107","2013","9Yqd4Y7qvJ","Quincy Amarikwa","X0Oq66zq6D","Offense",88.4,0.465639669421488,0.793388429752066,25,0.111213235294118,363
"108","2013","9Yqd8mLqvJ","Eric Avila","4wM42l4qjB","Offense",56,0.115867292110874,0.122814498933902,25,0.71844362745098,2345
"109","2013","9YqdEp7QvJ","Sinisa Ubiparipovic","APk5LGOMOW","Offense",55.8,0.27648,0,29,0.00306372549019608,10
"110","2013","9Yqda9EQvJ","Peter Luccin","mKAqBBmqbg","Midfield",80.8,0.139808450704225,0,33,0.0652573529411765,213
"111","2013","9Yqdkdym5v","Rafael Baca","0KPqjA456v","Midfield",39.6,0.114860910518053,0.0753532182103611,23,0.780637254901961,2548
"112","2013","9Yqdko995v","Ryan Richter","kRQabn8MKZ","Defense",35.6,0.0542766201804758,0.0787530762920427,23,0.373468137254902,1219
"113","2013","9Yqdx3EqvJ","Benny Feilhaber","Z2vQ1xlqrA","Midfield",60.2,0.154044787644788,0.324324324324324,28,0.634803921568627,2072
"114","2013","9vQ20zL5K6","Michael Harrington","WBLMvYAQxe","Defense",33.8,0.0386011481056257,0.0275545350172216,27,1.06740196078431,3484
"115","2013","9vQ2P9L5K6","Brad Ring","c(""WBLMvYAQxe"", ""0KPqjA456v"")","Defense",57,0.112010847457627,0,25,0.0903799019607843,295
"116","2013","9vQ2VamQK6","Andrew Wiedeman","kRQabn8MKZ","Offense",35.8,0.0408354948805461,0.327645051194539,23,0.269301470588235,879
"117","2013","9vQ2XzY5K6","Clyde Simms","19vQ2095K6","Midfield",37.8,-0.00299668508287293,0.132596685082873,30,0.221813725490196,724
"118","2013","9vQ2d3X75K","Kellyn Acosta","mKAqBBmqbg","Defense",38.6,0.0604329324699352,0,17,0.331188725490196,1081
"119","2013","9vQ2dZE15K","Will Bruin","YgOMngl5wN","Offense",61.2,0.269366362451108,0.500651890482399,23,0.939950980392157,3068
"120","2013","9vQ2dZe15K","Jalil Anibaba","X0Oq66zq6D","Defense",56.8,0.112058181818182,0.0290909090909091,24,1.01102941176471,3300
"121","2013","9vQ2de8a5K","Erick Torres","4wM42l4qjB","Offense",55,0.161495388850654,0.52856159669649,20,0.44515931372549,1453
"122","2013","9vQ2dey75K","Soony Saad","Z2vQ1xlqrA","Offense",68.2,0.12113500660502,0.507265521796565,20,0.463848039215686,1514
"123","2013","9vQ2dgox5K","Carlos Alvarez","4wM42l4qjB","Midfield",39.8,0.0800137339055794,0.206008583690987,22,0.713848039215686,2330
"124","2013","9vQ2dpZa5K","Tony Cascio","pzeQZ6xQKw","Offense",62.6,0.216379159663866,0.161344537815126,22,0.182291666666667,595
"125","2013","9vQ2kxaMK6","Collen Warner","APk5LGOMOW","Midfield",42.6,0.113632463768116,0.0927536231884058,24,0.317095588235294,1035
"126","2013","9vQ2oymMK6","Pa Modou Kah","WBLMvYAQxe","Defense",23.2,0.02719479795634,0,32,0.659620098039216,2153
"127","2013","9vQ2x7r5K6","Camilo Sanvezzo","lgpMOvnQzy","Offense",67,0.225484918793503,0.965197215777262,24,0.792279411764706,2586
"128","2013","9vQ2zAYQK6","Sebastien Le Toux","9z5k7Yg5A3","Offense",56.2,0.141342643391521,0.478802992518703,29,0.737132352941177,2406
"129","2013","9z5k4OJqA3","Kevin Alston","19vQ2095K6","Defense",19.8,-0.010347610619469,0,24,0.173100490196078,565
"130","2013","9z5kJpJMA3","Andy Dorman","19vQ2095K6","Midfield",50.6,0.138693467336683,0.321608040201005,30,0.182904411764706,597
"131","2013","9z5kaZEYQA","Alex Caskey","jYQJ19EqGR","Offense",28,-0.0471607675906183,0,24,0.143688725490196,469
"132","2013","9z5kabNlQA","Michael Farfan","9z5k7Yg5A3","Offense",47.8,0.16032,0.0888888888888889,24,0.661764705882353,2160
"133","2013","9z5kabkaQA","Gabriel Farfán","c(""4wM42l4qjB"", ""9z5k7Yg5A3"")","Midfield",32.2,0.126184689766317,0,24,0.380208333333333,1241
"134","2013","9z5kamgdQA","Jimmy Medranda","Z2vQ1xlqrA","Midfield",69.4,0.7296,0,19,0.000612745098039216,2
"135","2013","9z5knaeMA3","Keon Daniel","9z5k7Yg5A3","Midfield",44.2,0.120163194819212,0.0518078791149487,26,0.567708333333333,1853
"136","2013","9z5kzxeMA3","Matías Sánchez","mvzqoLZQap","Midfield",43.2,0.107163553530752,0.218678815489749,25,0.268995098039216,878
"137","2013","BLMvRplMxe","Tyson Wahl","mvzqoLZQap","Defense",26.2,-0.00105148771021992,0.0413971539456662,28,0.710477941176471,2319
"138","2013","BLMvXJOqxe","Shea Salinas","0KPqjA456v","Offense",62.4,0.225264479315264,0.365192582025678,26,0.644301470588235,2103
"139","2013","BLMvXwRqxe","Jámison Olave","a2lqRX2Mr0","Defense",36.6,0.0508295506473724,0.146230007616146,31,0.80453431372549,2626
"140","2013","BLMvlPy3qx","Russell Teibert","lgpMOvnQzy","Offense",52.2,0.0959800208116545,0.449531737773153,20,0.588848039215686,1922
"141","2013","BLMvlgR7qx","Blake Smith","APk5LGOMOW","Offense",66,0.147739226519337,0.795580110497238,22,0.110906862745098,362
"142","2013","BLMvlkWlqx","Cole Grossman","a2lqR4JMr0","Midfield",39,0.0693551020408163,0.489795918367347,23,0.0600490196078431,196
"143","2013","BLMvnEjMxe","Federico Higuaín","mvzqoLZQap","Offense",80.2,0.230203589375449,0.689160086145011,28,0.853553921568627,2786
