"playerid","Season","GP"
22267,2023,15
22267,2024,31
22273,2023,2
22273,2024,3
22276,2021,5
22276,2022,68
22276,2023,23
22276,2024,1
22284,2024,14
22286,2020,7
22286,2021,26
22286,2022,23
22286,2023,4
22286,2024,25
22288,2023,31
22288,2024,12
22294,2022,9
22294,2023,22
22294,2024,60
22296,2021,31
22296,2022,35
22296,2023,13
22304,2023,3
22304,2024,21
22310,2021,15
22318,2023,50
22318,2024,7
22323,2022,8
22343,2021,5
22343,2022,4
22358,2021,5
22361,2022,24
22361,2023,58
22361,2024,55
22370,2024,1
22387,2022,15
22387,2023,60
22387,2024,40
22449,2020,5
22449,2021,4
22461,2022,17
22461,2023,11
22461,2024,9
22487,2020,5
22487,2021,14
22487,2022,21
22487,2023,32
22533,2024,36
22543,2023,23
22543,2024,25
22630,2024,19
22690,2024,4
22713,2020,5
22713,2021,24
22713,2022,27
22713,2023,67
22713,2024,27
22717,2021,1
22717,2022,3
22717,2023,15
22717,2024,60
22810,2021,1
22810,2022,21
22810,2023,19
22810,2024,49
22815,2020,11
22815,2021,19
22815,2022,6
22815,2023,9
22828,2023,9
22872,2023,1
22872,2024,5
22913,2022,3
22915,2023,5
22925,2021,1
22925,2022,14
22925,2023,12
22925,2024,8
22932,2023,2
22932,2024,17
22982,2023,1
23055,2024,25
23095,2023,1
23135,2023,8
23135,2024,26
23150,2023,16
23150,2024,16
23165,2023,10
23165,2024,5
23191,2022,2
23191,2023,1
23221,2022,7
23221,2023,18
23221,2024,39
23223,2024,5
23252,2020,6
23252,2021,19
23252,2022,10
23252,2023,3
23252,2024,9
23265,2023,16
23265,2024,17
23292,2021,7
23292,2022,26
23292,2023,4
23293,2020,21
23293,2021,65
23301,2021,4
23301,2022,3
23301,2023,2
23301,2024,6
23307,2022,42
23307,2023,20
23307,2024,42
23310,2021,1
23310,2022,4
23313,2022,1
23313,2023,9
23313,2024,30
23324,2022,1
23324,2023,5
23335,2024,9
23363,2023,25
23363,2024,71
23391,2024,4
23420,2022,10
23425,2022,9
23426,2024,11
23429,2022,17
23429,2023,32
23429,2024,32
23443,2023,54
23443,2024,18
23449,2023,1
23455,2023,8
23455,2024,36
23460,2022,57
23460,2023,17
23460,2024,15
23465,2022,4
23488,2022,40
23488,2023,45
23488,2024,16
23493,2021,4
23493,2022,2
23499,2023,9
23499,2024,12
23550,2021,14
23550,2022,27
23550,2024,14
23590,2024,15
23592,2021,47
23592,2024,13
23617,2023,14
23617,2024,10
23631,2023,4
23631,2024,1
23735,2020,5
23735,2021,30
23735,2022,28
23735,2023,6
23779,2021,21
23779,2022,24
23779,2023,27
23779,2024,7
23796,2021,32
23796,2022,1
23796,2023,15
23796,2024,16
23798,2019,9
23798,2020,10
23798,2021,14
23798,2024,5
23809,2022,7
23809,2023,22
23809,2024,10
23899,2024,13
23920,2022,13
23920,2023,28
23920,2024,30
23974,2024,35
24017,2023,39
24017,2024,31
24094,2022,3
24094,2024,16
24203,2024,15
24282,2024,4
24363,2023,8
24453,2023,10
24453,2024,64
24486,2021,1
24492,2023,23
24492,2024,20
24493,2024,1
24494,2022,1
24494,2023,1
24494,2024,28
24580,2021,14
24580,2022,28
24580,2023,30
24580,2024,2
24581,2023,4
24581,2024,1
24584,2020,2
24584,2021,1
24586,2022,23
24586,2023,30
24586,2024,8
24591,2020,17
24602,2023,8
24604,2023,24
24606,2022,15
24606,2023,19
24606,2024,4
24607,2023,2
24607,2024,1
24614,2023,6
24614,2024,64
24655,2024,14
24681,2023,2
24719,2023,11
24719,2024,20
24728,2024,1
24737,2023,16
24737,2024,26
24750,2022,5
24763,2023,3
24763,2024,33
24782,2023,46
24862,2024,62
24930,2022,9
24930,2024,21
24933,2021,21
24933,2022,42
24933,2023,27
24933,2024,1
24934,2023,58
24935,2023,1
24937,2021,16
24937,2022,14
24937,2023,2
24937,2024,6
24968,2023,21
24968,2024,22
24975,2021,1
24975,2022,1
24975,2023,10
24975,2024,26
24977,2023,3
24977,2024,31
24978,2024,8
24986,2023,21
24986,2024,5
24988,2022,4
24993,2023,11
24993,2024,27
25007,2020,5
25007,2021,41
25007,2022,63
25007,2023,56
25007,2024,67
25055,2023,28
25071,2023,21
25075,2022,2
25078,2022,1
25097,2022,17
25097,2023,9
25098,2023,4
25098,2024,4
25111,2024,23
25139,2023,23
25139,2024,75
25174,2022,64
25174,2023,16
25178,2023,23
25178,2024,2
25311,2024,18
25327,2023,32
25327,2024,14
25348,2023,7
25353,2024,40
25368,2024,7
25376,2020,4
25376,2021,30
25376,2022,2
25376,2023,16
25376,2024,54
25377,2020,12
25377,2021,27
25377,2022,27
25377,2023,29
25377,2024,32
25379,2021,12
25379,2022,28
25379,2023,40
25379,2024,43
25385,2020,12
25385,2021,35
25385,2022,28
25385,2023,8
25385,2024,16
25386,2023,25
25386,2024,26
25388,2022,7
25388,2023,6
25413,2022,1
25416,2023,1
25420,2024,12
25427,2022,6
25427,2023,26
25427,2024,1
25436,2022,25
25436,2023,31
25436,2024,33
25463,2023,23
25463,2024,4
25481,2023,25
25481,2024,16
25512,2022,1
25550,2023,8
25550,2024,27
25551,2023,27
25551,2024,8
25582,2024,7
25589,2023,16
25589,2024,9
25595,2022,2
25595,2023,41
25595,2024,16
25636,2022,2
25636,2023,11
25636,2024,78
25645,2023,9
25645,2024,56
25648,2024,44
25650,2023,4
25651,2023,12
25651,2024,3
25663,2023,3
25665,2022,7
25665,2023,3
25667,2024,8
25679,2023,57
25679,2024,68
25756,2022,39
25756,2023,78
25777,2023,7
25804,2023,1
25813,2024,23
25830,2023,3
25839,2024,5
25862,2022,1
25862,2023,8
25862,2024,9
25880,2022,7
25880,2023,31
25880,2024,31
25890,2024,28
25911,2022,13
25911,2023,72
25911,2024,70
25918,2022,22
25918,2023,25
25918,2024,5
25921,2023,11
25921,2024,6
25928,2023,5
25928,2024,4
25942,2022,13
25942,2023,63
25942,2024,59
25977,2023,10
25977,2024,11
26020,2024,1
26024,2023,33
26034,2024,16
26048,2023,4
26056,2023,9
26058,2023,6
26058,2024,8
26068,2023,5
26079,2022,15
26079,2023,25
26079,2024,46
26108,2022,47
26108,2023,62
26108,2024,29
26128,2023,18
26128,2024,1
26171,2024,3
26190,2024,1
26203,2023,10
26203,2024,2
26208,2024,95
26213,2022,3
26213,2023,3
26213,2024,2
26214,2023,20
26215,2023,4
26215,2024,3
26221,2022,9
26221,2023,8
26221,2024,26
26226,2023,18
26226,2024,9
26231,2022,10
26231,2023,59
26231,2024,66
26247,2024,4
26252,2024,73
26253,2022,3
26253,2023,29
26253,2024,28
26257,2023,2
26257,2024,25
26259,2024,19
26260,2022,4
26260,2023,15
26270,2024,7
26285,2022,9
26285,2023,17
26285,2024,9
26304,2022,8
26304,2023,33
26304,2024,34
26353,2024,1
26364,2022,2
26364,2023,2
26378,2022,19
26378,2023,7
26378,2024,21
26389,2024,19
26410,2021,20
26410,2022,31
26410,2023,19
26410,2024,5
26413,2024,39
26419,2024,7
26443,2024,3
26448,2024,1
26466,2024,72
26790,2024,30
26907,2024,6
26944,2024,3
26952,2024,35
27451,2023,17
27451,2024,26
27453,2023,2
27453,2024,12
27458,2020,8
27458,2021,27
27460,2020,17
27463,2020,5
27463,2021,54
27463,2023,13
27463,2024,32
27468,2021,5
27468,2022,25
27468,2023,28
27468,2024,17
27470,2023,3
27470,2024,12
27472,2023,11
27472,2024,39
27473,2022,1
27474,2022,2
27474,2024,11
27477,2023,11
27477,2024,44
27483,2023,22
27483,2024,13
27487,2024,15
27488,2023,11
27494,2024,3
27498,2021,2
27498,2022,31
27498,2023,32
27498,2024,2
27500,2023,7
27500,2024,20
27505,2021,10
27505,2022,5
27513,2021,12
27514,2023,1
27514,2024,3
27515,2021,55
27515,2022,49
27517,2022,10
27517,2024,55
27536,2024,1
27552,2022,19
27552,2023,26
27552,2024,15
27572,2023,35
27572,2024,40
27581,2022,6
27581,2023,34
27581,2024,28
27582,2023,3
27582,2024,6
27583,2023,6
27585,2024,1
27589,2023,24
27589,2024,20
27590,2024,1
27597,2023,20
27597,2024,14
27608,2024,13
27615,2023,106
27624,2024,16
27626,2024,2
27630,2024,57
27636,2024,29
27646,2022,4
27646,2023,18
27646,2024,37
27649,2023,5
27668,2024,3
27669,2024,8
27681,2022,7
27681,2023,35
27685,2023,4
27685,2024,22
27688,2024,11
27691,2022,5
27691,2023,17
27691,2024,16
27694,2024,2
27702,2023,14
27702,2024,1
27707,2024,35
27735,2023,51
27753,2024,18
27758,2023,7
27758,2024,24
27765,2024,12
27768,2023,19
27775,2023,4
27775,2024,51
27779,2022,10
27779,2023,31
27779,2024,10
27782,2023,19
27782,2024,32
27783,2024,6
27787,2024,8
27792,2023,8
27792,2024,25
27845,2024,9
27863,2024,22
27867,2024,74
27889,2024,8
27910,2024,4
27914,2023,27
27914,2024,10
27942,2023,4
27942,2024,10
27974,2024,1
28036,2023,7
28036,2024,30
29271,2024,7
29514,2024,4
29519,2024,2
29521,2024,3
29530,2024,25
29608,2023,3
29608,2024,13
29628,2023,3
29628,2024,7
29754,2023,11
29770,2024,9
29812,2024,5
29823,2024,4
29832,2023,1
29833,2024,9
29837,2023,25
29837,2024,31
29839,2023,13
29866,2024,1
29869,2024,4
29878,2024,4
29891,2024,1
29911,2023,21
29911,2024,25
29921,2024,29
29928,2023,7
29928,2024,1
29946,2023,28
29946,2024,4
29950,2024,33
29960,2023,6
29960,2024,1
30002,2024,18
30008,2023,9
30008,2024,1
30031,2024,7
30055,2024,16
30056,2024,14
30074,2022,7
30074,2023,16
30074,2024,2
30076,2024,23
30085,2024,3
30094,2023,7
30094,2024,11
30106,2024,6
30107,2024,9
30115,2022,45
30115,2023,27
30115,2024,65
30122,2023,16
30122,2024,16
30133,2024,10
30134,2023,25
30134,2024,31
30140,2024,6
30146,2024,9
30160,2024,4
30161,2024,3
30171,2024,9
30182,2024,6
30203,2024,2
30226,2024,27
30250,2024,9
30279,2023,18
30279,2024,22
31184,2024,9
31204,2024,8
31261,2024,27
31461,2023,12
31461,2024,31
31508,2024,3
31533,2023,3
31533,2024,4
31635,2024,16
31730,2024,23
31757,2023,10
31757,2024,55
31776,2023,3
31776,2024,64
31827,2024,9
31838,2023,29
31838,2024,1
31839,2023,64
31843,2024,3
31846,2024,21
31883,2024,21
31900,2024,8
31967,2024,9
33168,2024,3
33294,2024,12
33527,2024,2
33677,2024,23
33825,2024,18
33826,2024,64
33828,2024,2
33829,2024,29
33834,2024,9
33838,2024,21
33876,2024,6
1000012,1999,20
1000014,1995,18
1000056,1997,30
1000056,1998,5
1000086,1999,60
1000114,1996,61
1000115,1999,66
1000182,1996,6
1000200,1995,8
1000200,1996,11
1000236,1994,29
1000247,2000,8
1000285,1994,29
1000285,1995,34
1000319,1999,36
1000319,2000,14
1000325,1994,44
1000325,1995,41
1000325,1997,6
1000346,2001,15
1000384,1999,66
1000408,2001,8
1000429,1995,39
1000429,1996,24
1000429,1997,29
1000490,1994,28
1000525,1995,9
1000525,1999,8
1000633,1995,52
1000652,1996,11
1000694,1994,58
1000694,1995,52
1000694,1996,37
1000766,1994,46
1000770,1996,8
1000770,1997,24
1000770,1998,21
1000789,1997,32
1000789,1998,34
1000789,1999,24
1000792,1997,83
1000792,1998,40
1000792,1999,29
1000792,2000,56
1000793,2001,8
1000801,2000,141
1000845,1999,5
1000847,1997,16
1000847,1998,62
1000847,1999,5
1000881,1996,43
1000881,1997,44
1000881,1998,31
1000881,1999,25
1000881,2000,15
1000919,1995,37
1000951,1994,19
1000951,1996,40
1000951,1997,50
1000981,1995,4
1001007,1994,10
1001033,1994,47
1001033,1995,40
1001033,1996,60
1001033,1997,29
1001033,1998,34
1001033,1999,39
1001033,2000,47
1001033,2001,9
1001053,2000,13
1001053,2001,5
1001067,1996,27
1001067,1997,36
1001107,1995,34
1001118,1996,13
1001120,2000,101
1001124,1997,103
1001124,1999,90
1001126,1997,21
1001126,1998,39
1001126,1999,34
1001126,2000,35
1001126,2001,21
1001161,1996,37
1001161,1997,31
1001161,1998,32
1001161,1999,31
1001161,2000,56
1001161,2001,61
1001168,2001,92
1001213,1994,23
1001213,1997,29
1001213,1998,5
1001226,1994,16
1001226,1996,46
1001226,1997,64
1001226,1998,44
1001226,1999,31
1001226,2000,29
1001226,2001,13
1001231,1994,10
1001237,1996,15
1001248,1994,8
1001248,1995,4
1001358,1994,50
1001358,1995,56
1001358,1996,64
1001358,1998,48
1001404,1997,28
1001411,1995,13
1001411,2000,26
1001436,1994,4
1001544,1998,2
1001544,1999,7
1001544,2000,2
1001566,1994,7
1001570,1998,17
1001592,2000,4
1001598,1997,29
1001598,1998,42
1001598,2000,15
1001619,1994,10
1001646,1994,33
1001646,1995,25
1001646,1996,37
1001646,1997,36
1001686,1996,11
1001686,1997,18
1001743,1996,1
1001743,1997,3
1001743,1998,26
1001864,2000,8
1001887,1994,3
1001887,1996,13
1001911,1994,23
1001911,1995,30
1001911,1996,28
1001911,1997,42
1001911,1998,33
1001913,1995,87
1001913,1997,97
1001959,1996,5
1001959,1997,6
1002012,1994,20
1002012,1995,4
1002045,1995,42
1002045,1997,44
1002060,1997,37
1002060,1998,54
1002064,1994,2
1002069,1997,63
1002082,1997,35
1002160,1995,55
1002160,1998,49
1002172,1999,9
1002203,1999,9
1002204,1998,27
1002204,1999,32
1002204,2000,31
1002242,1994,11
1002296,1996,32
1002296,1997,32
1002296,1998,33
1002296,1999,15
1002312,1997,13
1002360,1995,59
1002360,1996,81
1002360,1997,51
1002360,1998,20
1002360,1999,56
1002360,2000,5
1002362,1997,10
1002362,1998,30
1002362,1999,31
1002570,1994,25
1002570,1996,3
1002570,1997,32
1002570,1998,1
1002604,1999,40
1002604,2001,8
1002612,1999,16
1002623,1996,59
1002623,1997,29
1002623,1998,33
1002623,1999,27
1002623,2000,18
1002634,1995,18
1002634,1999,5
1002634,2000,23
1002644,1998,59
1002715,1998,64
1002737,1996,1
1002743,1997,19
1002768,1994,49
1002819,1998,41
1002819,1999,59
1002819,2000,11
1002874,1995,39
1002964,1999,3
1002989,1994,27
1002989,1995,22
1002996,1996,33
1002996,1997,31
1002996,1998,33
1003018,2001,7
1003065,2001,21
1003168,1995,45
1003184,1999,14
1003184,2000,9
1003185,1995,56
1003185,1996,56
1003228,1995,2
1003257,1994,45
1003257,1995,27
1003257,1996,78
1003278,1997,33
1003278,1998,27
1003321,1995,58
1003321,1996,56
1003321,1997,73
1003321,1998,68
1003321,1999,61
1003321,2000,17
1003324,1995,19
1003324,1996,7
1003429,1995,55
1003429,1999,2
1003473,1994,24
1003473,1995,32
1003473,1996,32
1003473,1997,31
1003473,1998,23
1003603,1999,40
1003615,1994,14
1003615,1995,55
1003615,1996,70
1003654,1999,5
1003660,1996,63
1003671,1994,42
1003677,1998,53
1003677,1999,67
1003714,1999,21
1003736,1994,30
1003804,1997,11
1003804,2000,36
1003809,1995,19
1003809,1996,28
1003825,1997,21
1003843,1999,4
1003843,2000,7
1003874,1994,40
1003874,1995,25
1003919,1997,5
1003919,1999,11
1003938,1996,7
1003993,1997,33
1003993,1999,25
1003993,2000,9
1004000,1996,31
1004000,1997,11
1004000,2000,15
1004000,2001,20
1004001,1995,19
1004001,1996,11
1004001,1997,1
1004168,1995,14
1004172,1995,47
1004172,1996,54
1004172,1998,42
1004172,1999,41
1004206,1998,8
1004222,1998,29
1004240,1994,25
1004242,1996,65
1004251,1994,13
1004251,1995,32
1004251,1996,17
1004251,1997,30
1004304,1994,1
1004304,1995,14
1004304,1997,59
1004304,1998,69
1004306,1995,22
1004326,1994,19
1004326,1995,22
1004326,1996,27
1004344,1995,31
1004410,2000,20
1004422,1997,144
1004422,1998,125
1004422,1999,106
1004507,2000,13
1004511,1997,42
1004529,1994,20
1004529,1995,39
1004529,1996,33
1004529,1997,32
1004529,1998,33
1004529,1999,29
1004529,2000,30
1004529,2001,23
1004536,2000,30
1004745,1999,39
1004759,1998,3
1004759,2000,4
1004824,1994,26
1004824,1995,18
1004852,1994,7
1004852,1997,20
1004852,1998,23
1004852,1999,26
1004852,2000,27
1004878,1997,4
1004898,1995,25
1004906,1994,23
1004915,1995,2
1004915,1996,12
1004915,1997,6
1004915,1998,21
1004915,1999,27
1004939,1995,17
1004939,1999,13
1004998,2000,14
1005010,1999,1
1005013,1994,7
1005013,1995,11
1005013,1997,2
1005014,1995,27
1005014,1997,14
1005014,1998,27
1005018,1995,8
1005088,1994,25
1005088,1997,12
1005089,2000,2
1005144,1995,49
1005159,2000,13
1005159,2001,4
1005160,1994,4
1005162,1998,33
1005162,1999,33
1005176,1994,52
1005176,1995,59
1005176,1996,19
1005296,1996,11
1005326,1999,33
1005333,1994,22
1005363,1994,24
1005363,1997,10
1005374,1994,18
1005374,1995,18
1005374,1996,31
1005374,1997,10
1005374,1998,32
1005374,1999,33
1005374,2000,24
1005374,2001,8
1005414,1994,24
1005415,1995,45
1005416,1994,29
1005428,1999,8
1005445,1995,39
1005445,1996,39
1005508,1996,8
1005602,1999,3
1005635,1994,3
1005649,1995,52
1005667,1994,24
1005667,1995,21
1005667,1997,36
1005668,1994,25
1005668,1995,51
1005668,1996,57
1005668,1997,73
1005668,1998,59
1005668,1999,35
1005668,2000,72
1005686,1994,39
1005686,1995,40
1005686,1999,33
1005686,2000,32
1005686,2001,24
1005705,1994,21
1005705,1995,7
1005715,1995,59
1005715,1996,60
1005716,2001,12
1005741,1994,21
1005741,1997,32
1005741,1998,34
1005741,1999,32
1005741,2000,10
1005767,1994,27
1005767,1995,56
1005827,1994,24
1005827,1995,30
1005827,1997,31
1005827,1998,19
1005827,1999,26
1005827,2000,18
1005830,1994,11
1005840,2001,1
1005983,1996,4
1005983,1997,33
1005983,1999,32
1005983,2000,34
1005983,2001,30
1005990,2000,24
1005992,1996,61
1005997,1995,45
1005997,1996,10
1006011,1994,9
1006011,1996,5
1006050,1994,21
1006075,1994,36
1006128,1995,19
1006128,1998,58
1006128,1999,20
1006206,1996,15
1006236,2001,3
1006245,1996,25
1006245,1997,40
1006245,1998,10
1006255,1994,10
1006295,1994,26
1006295,1995,19
1006295,1996,13
1006295,1997,17
1006330,1994,8
1006330,1995,20
1006415,2001,8
1006449,1996,42
1006449,1998,31
1006449,1999,32
1006475,1994,17
1006475,1997,18
1006475,1998,70
1006475,2000,47
1006487,1997,25
1006487,1998,2
1006487,1999,3
1006487,2000,41
1006487,2001,10
1006552,1994,47
1006552,1997,75
1006552,1998,69
1006575,2000,1
1006616,1996,26
1006616,1997,22
1006639,1997,1
1006639,1998,7
1006639,1999,7
1006639,2000,1
1006639,2001,12
1006643,1994,6
1006643,1995,13
1006643,1996,58
1006643,1997,30
1006643,1998,32
1006681,1997,30
1006697,2000,13
1006703,1997,32
1006703,1998,34
1006703,1999,33
1006703,2000,23
1006710,1997,35
1006726,1997,11
1006885,1997,34
1006926,1997,29
1006926,1998,36
1007011,1998,4
1007084,2000,11
1007084,2001,10
1007168,1998,27
1007175,1994,24
1007189,1999,6
1007323,1998,23
1007323,1999,25
1007327,1998,12
1007345,1996,1
1007345,1998,17
1007345,2000,21
1007400,1998,7
1007498,1995,50
1007501,1995,30
1007501,1996,35
1007501,1997,31
1007501,1998,67
1007501,2001,20
1007587,1994,45
1007587,1995,21
1007587,1996,72
1007587,1997,18
1007649,2000,54
1007711,1996,5
1007711,1997,71
1007711,1998,53
1007711,1999,13
1007723,1995,6
1007816,1996,6
1007816,1997,11
1007816,1998,13
1007817,1999,8
1007817,2000,14
1007879,1996,3
1007935,2001,24
1007951,1994,27
1007951,1998,51
1007951,2000,21
1008045,1998,11
1008084,1996,53
1008084,1997,19
1008092,1994,45
1008092,1995,5
1008160,1995,107
1008161,1998,53
1008172,1998,37
1008180,1994,4
1008190,1994,47
1008190,1995,25
1008193,1994,24
1008193,1995,30
1008193,1996,28
1008193,1997,22
1008193,1998,15
1008193,2000,27
1008193,2001,4
1008209,1999,54
1008241,1994,24
1008241,1995,57
1008241,1996,70
1008241,1999,24
1008252,2001,8
1008281,1994,34
1008281,1995,5
1008440,1995,55
1008440,1997,32
1008454,1997,21
1008475,1994,32
1008477,1994,52
1008477,1995,43
1008477,1996,51
1008477,1997,61
1008477,1998,78
1008477,1999,56
1008477,2001,49
1008531,1999,64
1008602,2000,6
1008602,2001,15
1008640,1994,51
1008640,1995,67
1008640,1997,73
1008640,1998,64
1008651,1995,11
1008670,1999,4
1008716,1998,12
1008765,1997,9
1008913,1994,4
1008913,1996,26
1008949,1999,68
1008949,2000,41
1008970,1995,35
1008970,1996,21
1008970,1997,17
1008982,1994,17
1008982,1995,35
1008982,1996,28
1008987,1995,14
1009006,1996,7
1009033,1997,64
1009033,1999,48
1009033,2000,23
1009068,1994,38
1009074,1999,53
1009121,1994,28
1009121,1996,23
1009130,1998,14
1009130,2000,8
1009130,2001,2
1009162,1996,29
1009193,1997,33
1009326,1994,21
1009326,1995,3
1009326,1996,6
1009326,1997,8
1009326,2001,15
1009328,1995,64
1009328,1996,53
1009328,1997,63
1009328,1998,40
1009374,1995,14
1009393,1995,6
1009412,1994,35
1009427,1994,38
1009427,1995,57
1009427,1998,62
1009431,1995,34
1009462,2000,2
1009465,1995,29
1009465,1996,35
1009465,1997,33
1009465,1998,37
1009465,1999,32
1009465,2000,12
1009577,1994,22
1009577,1996,6
1009668,1997,4
1009709,2000,6
1009744,1997,21
1009744,1999,36
1009755,1997,7
1009755,1998,41
1009771,1994,15
1009771,1995,16
1009771,1997,34
1009771,1998,40
1009771,1999,32
1009771,2000,21
1009771,2001,47
1009791,1994,16
1009791,1998,64
1009791,1999,61
1009828,1997,20
1009828,1998,31
1009828,1999,28
1009888,1996,10
1009905,1994,36
1009965,1994,31
1009965,1995,20
1009968,1996,12
1009968,1997,2
1009968,1998,23
1010019,1995,59
1010019,1996,51
1010054,1998,32
1010054,1999,6
1010055,1996,77
1010055,1997,76
1010055,1998,33
1010140,1994,22
1010140,1995,44
1010159,1995,14
1010179,1995,28
1010179,1997,33
1010179,1998,34
1010179,1999,17
1010179,2000,31
1010184,1995,68
1010184,1996,24
1010194,1999,29
1010225,1996,15
1010225,1997,31
1010225,1998,39
1010225,1999,19
1010225,2000,18
1010225,2001,13
1010235,1999,17
1010235,2001,3
1010242,1995,26
1010242,1996,48
1010242,1997,55
1010242,1998,48
1010242,2001,55
1010369,1997,24
1010369,1998,43
1010379,1997,21
1010379,1998,39
1010379,1999,20
1010400,1997,55
1010400,1998,63
1010435,1996,67
1010435,1997,63
1010435,1998,38
1010435,1999,54
1010460,1994,21
1010460,1995,31
1010460,1996,28
1010460,1997,3
1010460,1998,26
1010460,1999,31
1010490,1998,7
1010490,1999,17
1010490,2000,11
1010496,1995,27
1010534,1998,2
1010536,2000,8
1010560,1994,10
1010560,1995,29
1010560,1996,29
1010641,1996,58
1010641,1997,75
1010657,2000,37
1010669,1999,15
1010669,2000,6
1010674,1999,32
1010678,1997,3
1010700,1994,25
1010700,1995,28
1010700,1996,30
1010700,1997,27
1010700,1998,32
1010700,1999,37
1010700,2000,31
1010700,2001,31
1010707,1998,2
1010954,1997,14
1010954,2000,10
1010955,2000,17
1010955,2001,15
1010998,1994,15
1010998,1995,31
1010998,1996,35
1010998,1997,18
1010998,1998,2
1010999,1994,9
1011045,1994,8
1011045,1997,31
1011106,1997,43
1011106,1999,30
1011106,2000,23
1011106,2001,7
1011153,1994,58
1011153,1995,59
1011153,1996,74
1011153,1997,77
1011189,1994,16
1011189,1995,3
1011191,1998,9
1011191,1999,43
1011192,1997,34
1011192,1998,38
1011192,1999,33
1011201,1999,22
1011201,2000,27
1011201,2001,10
1011228,1995,9
1011289,1996,25
1011289,1997,44
1011293,1997,18
1011294,1994,55
1011294,1995,37
1011294,1996,71
1011295,1994,51
1011295,1995,10
1011295,1996,49
1011345,1996,62
1011345,1998,17
1011355,1994,24
1011355,1995,25
1011355,1997,6
1011355,1998,31
1011355,1999,22
1011369,1994,22
1011369,1995,10
1011369,1998,30
1011374,1998,2
1011384,1996,29
1011397,1999,30
1011423,1994,23
1011423,1995,17
1011423,1996,46
1011423,1998,26
1011423,1999,65
1011463,1997,22
1011463,1998,31
1011542,1994,8
1011542,1995,6
1011608,1994,22
1011608,1995,29
