"","X","athlete_display_name","athlete_id","position","season","pie.season","pie.game","games_played","pie.season.f","pie.season.s.p","pie.game.s.p","pct_season_played","pie.season.f.s.p","pie.season.s","pie.game.s","pie.season.f.s","birth_date","season_start","age","availability"
"2208",2208,"Natalie Achonwa",2529203,"F",2017,1.64842432683816,0.0484830684364164,34,2.13325501120232,0.209065543274175,0.231185177215628,0.772727272727273,0.231185177215628,0.209065543274175,0.231185177215628,0.231185177215628,"1992-11-22","2017-05-01",24,63
"2209",2209,"Natalie Achonwa",2529203,"F",2018,2.71672243146618,0.0799036009254759,34,3.51575844072094,0.80277464757654,0.84587261050293,0.772727272727273,0.84587261050293,0.80277464757654,0.84587261050293,0.84587261050293,"1992-11-22","2018-05-01",25,63
"2210",2210,"Natalie Achonwa",2529203,"F",2019,2.1558045953011,0.0718601531767032,30,3.16184673977494,0.452822786707245,0.686276025589273,0.681818181818182,0.686276025589273,0.452822786707245,0.686276025589273,0.686276025589273,"1992-11-22","2019-05-01",26,42
"2211",2211,"Natalie Achonwa",2529203,"F",2020,0.928775871869934,0.0515986595483297,18,2.2703410201265,-0.159030280597127,0.0355903357734517,0.409090909090909,0.0355903357734516,-0.159030280597127,0.0355903357734517,0.0355903357734517,"1992-11-22","2020-05-01",27,16
"2212",2212,"Natalie Achonwa",2529203,"F",2021,0.519330927710415,0.0236059512595643,22,1.03866185542083,-0.54939866900231,-0.564054097702517,0.5,-0.564054097702517,-0.54939866900231,-0.564054097702517,-0.564054097702517,"1992-11-22","2021-05-01",28,21
"2213",2213,"Natalie Achonwa",2529203,"F",2022,0.930993724990927,0.0423178965904967,22,1.86198744998186,-0.375338632782246,-0.109205922322974,0.5,-0.109205922322974,-0.375338632782246,-0.109205922322974,-0.109205922322974,"1992-11-22","2022-05-01",29,21
"2214",2214,"Kayla McBride",2529205,"G",2014,2.33625468468631,0.0648959634635087,36,2.85542239239438,0.891121168276889,0.826426493991367,0.818181818181818,0.826426493991367,0.891121168276889,0.826426493991367,0.826426493991367,"1992-06-25","2014-05-01",21,72
"2215",2215,"Kayla McBride",2529205,"G",2015,2.05417629074574,0.0733634389552051,28,3.22799131402902,0.837874719771079,1.05812942260549,0.636363636363636,1.05812942260549,0.837874719771079,1.05812942260549,1.05812942260549,"1992-06-25","2015-05-01",22,32
"2216",2216,"Kayla McBride",2529205,"G",2016,1.40195506958853,0.0824679452699136,17,3.6285895918762,0.191111002567063,1.55870646806679,0.386363636363636,1.55870646806679,0.191111002567063,1.55870646806679,1.55870646806679,"1992-06-25","2016-05-01",23,15
"2217",2217,"Kayla McBride",2529205,"G",2017,2.73165337875003,0.0910551126250012,30,4.00642495550005,1.18200305947363,1.39035210187997,0.681818181818182,1.39035210187997,1.18200305947363,1.39035210187997,1.39035210187997,"1992-06-25","2017-05-01",24,38
"2218",2218,"Kayla McBride",2529205,"G",2018,3.25265425968915,0.101645445615286,32,4.47239960707258,1.65305535547281,1.99710191721003,0.727272727272727,1.99710191721003,1.65305535547281,1.99710191721003,1.99710191721003,"1992-06-25","2018-05-01",25,46
"2219",2219,"Kayla McBride",2529205,"G",2019,3.42185689429157,0.0855464223572891,40,3.76404258372072,1.83808340806877,1.52979738546151,0.909090909090909,1.52979738546151,1.83808340806877,1.52979738546151,1.52979738546151,"1992-06-25","2019-05-01",26,88
"2220",2220,"Kayla McBride",2529205,"G",2020,1.91806290342511,0.0639354301141705,30,2.8131589250235,1.27816416391782,0.526721242445386,0.681818181818182,0.526721242445385,1.27816416391782,0.526721242445385,0.526721242445386,"1992-06-25","2020-05-01",27,38
"2221",2221,"Kayla McBride",2529205,"G",2021,2.87582690466901,0.0871462698384548,33,3.83443587289201,1.33248556210045,1.37137087143491,0.75,1.37137087143491,1.33248556210045,1.37137087143491,1.37137087143491,"1992-06-25","2021-05-01",28,50
"2222",2222,"Kayla McBride",2529205,"G",2022,2.03528609616458,0.0656543901988574,31,2.88879316874973,0.493048463899223,0.740046682403259,0.704545454545455,0.740046682403259,0.493048463899223,0.740046682403259,0.740046682403259,"1992-06-25","2022-05-01",29,42
"2223",2223,"Kayla McBride",2529205,"G",2023,3.26032720133087,0.0795201756422163,41,3.49888772825752,1.100835710705,1.1139449150616,0.931818181818182,1.1139449150616,1.100835710705,1.1139449150616,1.1139449150616,"1992-06-25","2023-05-01",30,91
"2224",2224,"Kayla McBride",2529205,"G",2024,4.67126740792202,0.0881371209041891,53,3.87803331978432,2.20123440067881,1.47842377014293,1.20454545454545,1.47842377014293,2.20123440067881,1.47842377014293,1.47842377014293,"1992-06-25","2024-05-01",31,100
"2225",2225,"Robyn Parks",2529567,"F",2023,0.563274401995703,0.0144429333845052,39,0.635489068918229,-0.654707365146063,-0.774813718323051,0.886363636363636,-0.774813718323051,-0.654707365146063,-0.774813718323051,-0.774813718323051,"1992-07-19","2023-05-01",30,87
"2226",2226,"Jamierra Faulkner",2529603,"G",2014,1.31858049863181,0.0306646627588793,43,1.34924516139069,0.0247957980814435,-0.204473333543126,0.977272727272727,-0.204473333543126,0.0247957980814435,-0.204473333543126,-0.204473333543126,"1992-03-09","2014-05-01",22,96
"2227",2227,"Jamierra Faulkner",2529603,"G",2015,0.522130093581363,0.0145036137105934,36,0.63815900326611,-0.739894182795514,-0.877917582028771,0.818181818181818,-0.877917582028771,-0.739894182795514,-0.877917582028771,-0.877917582028771,"1992-03-09","2015-05-01",23,72
"2228",2228,"Jamierra Faulkner",2529603,"G",2016,1.78437410089703,0.0469572131815009,38,2.06611737998604,0.557605426486514,0.323042322467513,0.863636363636364,0.323042322467513,0.557605426486514,0.323042322467513,0.323042322467513,"1992-03-09","2016-05-01",24,82
"2229",2229,"Jamierra Faulkner",2529603,"G",2018,0.474315569809891,0.02790091587117,17,1.22764029833148,-0.692216053286788,-0.335305711164998,0.386363636363636,-0.335305711164998,-0.692216053286788,-0.335305711164998,-0.335305711164998,"1992-03-09","2018-05-01",26,15
"2230",2230,"Jamierra Faulkner",2529603,"G",2019,0.0399238258797839,0.002851701848556,14,0.125474881336464,-1.13795380596594,-1.25293519232495,0.318181818181818,-1.25293519232494,-1.13795380596594,-1.25293519232495,-1.25293519232494,"1992-03-09","2019-05-01",27,11
"2231",2231,"Kayla Thornton",2529622,"F",2015,0.0398001621100083,0.00398001621100083,10,0.175120713284036,-1.06246991540724,-1.09254571067364,0.227272727272727,-1.09254571067364,-1.06246991540724,-1.09254571067364,-1.09254571067364,"1992-10-20","2015-05-01",22,8
"2232",2232,"Kayla Thornton",2529622,"F",2017,1.24511439915723,0.0355746971187781,35,1.56528667322623,-0.0580337733362609,-0.0922658711234898,0.795454545454545,-0.0922658711234898,-0.0580337733362609,-0.0922658711234898,-0.0922658711234898,"1992-10-20","2017-05-01",24,69
"2233",2233,"Kayla Thornton",2529622,"F",2018,1.93351869690738,0.055243391340211,35,2.43070921896928,0.287636103255493,0.236790363565514,0.795454545454545,0.236790363565513,0.287636103255493,0.236790363565513,0.236790363565513,"1992-10-20","2018-05-01",25,69
"2234",2234,"Kayla Thornton",2529622,"F",2019,1.76519087018964,0.0653774396366534,27,2.87660734401275,0.188085248262112,0.52335424101306,0.613636363636364,0.52335424101306,0.188085248262112,0.52335424101306,0.52335424101306,"1992-10-20","2019-05-01",26,33
"2235",2235,"Kayla Thornton",2529622,"F",2020,0.933194555864924,0.0424179343574966,22,1.86638911172985,-0.155346425308729,-0.166927645358948,0.5,-0.166927645358948,-0.155346425308729,-0.166927645358948,-0.166927645358948,"1992-10-20","2020-05-01",27,21
"2236",2236,"Kayla Thornton",2529622,"F",2021,1.70838929892977,0.0533871655915554,32,2.34903528602844,0.318367043509327,0.167808468999958,0.727272727272727,0.167808468999958,0.318367043509327,0.167808468999958,0.167808468999958,"1992-10-20","2021-05-01",28,49
"2237",2237,"Kayla Thornton",2529622,"F",2022,2.56579223397744,0.06578954446096,39,2.89473995628224,0.56141814703245,0.497594849490161,0.886363636363636,0.497594849490161,0.56141814703245,0.497594849490161,0.497594849490161,"1992-10-20","2022-05-01",29,87
"2238",2238,"Kayla Thornton",2529622,"F",2023,1.46496464736592,0.0287247970071749,51,1.26389106831569,-0.214800824435141,-0.463182357911237,1.15909090909091,-0.463182357911237,-0.214800824435141,-0.463182357911237,-0.463182357911237,"1992-10-20","2023-05-01",30,99
"2239",2239,"Kayla Thornton",2529622,"F",2024,1.17550525721936,0.0226058703311415,52,0.994658294570227,-0.334013192776396,-0.561262049633387,1.18181818181818,-0.561262049633387,-0.334013192776396,-0.561262049633387,-0.561262049633387,"1992-10-20","2024-05-01",31,100
"2240",2240,"Heather Butler",2529692,"G",2014,-0.070931610317132,-0.00644832821064837,11,-0.283726441268528,-1.1580676455156,-1.32215730120496,0.25,-1.32215730120496,-1.1580676455156,-1.32215730120496,-1.32215730120496,"1991-11-07","2014-05-01",22,9
"2241",2241,"Chiney Ogwumike",2529950,"F",2014,3.51864836279841,0.10995776133745,32,4.83814149884782,1.20404984009947,1.44542090545196,0.727272727272727,1.44542090545196,1.20404984009947,1.44542090545196,1.44542090545196,"1992-03-21","2014-05-01",22,49
"2242",2242,"Chiney Ogwumike",2529950,"F",2016,2.81398565800304,0.0879370518125949,32,3.86923027975418,0.835936365632986,0.99312885455622,0.727272727272727,0.99312885455622,0.835936365632986,0.99312885455622,0.99312885455622,"1992-03-21","2016-05-01",24,49
"2243",2243,"Chiney Ogwumike",2529950,"F",2018,3.06854883479024,0.0929863283269769,33,4.09139844638698,1.03418230469677,1.16900275155969,0.75,1.16900275155969,1.03418230469677,1.16900275155969,1.16900275155969,"1992-03-21","2018-05-01",26,54
"2244",2244,"Chiney Ogwumike",2529950,"F",2019,1.96171482130044,0.0544920783694568,36,2.3976514482561,0.321278896405788,0.249786317264444,0.818181818181818,0.249786317264444,0.321278896405788,0.249786317264444,0.249786317264444,"1992-03-21","2019-05-01",27,75
"2245",2245,"Chiney Ogwumike",2529950,"F",2021,0.223872284087254,0.0319817548696077,7,1.40719721426274,-0.765022129218525,-0.358221754537873,0.159090909090909,-0.358221754537873,-0.765022129218526,-0.358221754537873,-0.358221754537873,"1992-03-21","2021-05-01",29,6
"2246",2246,"Chiney Ogwumike",2529950,"F",2022,1.07330307616817,0.0412808875449297,26,1.8163590519769,-0.293793874322099,-0.136015198463281,0.590909090909091,-0.136015198463281,-0.293793874322099,-0.136015198463281,-0.136015198463281,"1992-03-21","2022-05-01",30,30
"2247",2247,"Chiney Ogwumike",2529950,"F",2023,0.327129632323268,0.0327129632323268,10,1.43937038222238,-0.769915031267511,-0.376160264777692,0.227272727272727,-0.376160264777692,-0.769915031267511,-0.376160264777692,-0.376160264777692,"1992-03-21","2023-05-01",31,8
"2248",2248,"Shanece McKinney",2530081,"C",2014,0.116472231758188,0.00485300965659115,24,0.213532424890011,-0.813613067361495,-0.858843235556424,0.545454545454545,-0.858843235556424,-0.813613067361495,-0.858843235556424,-0.858843235556424,"1992-08-25","2014-05-01",21,26
"2249",2249,"Theresa Plaisance",2530082,"F",2014,-0.0525900236543688,-0.00276789598180888,19,-0.121787423199591,-1.02928142575734,-1.14253429444731,0.431818181818182,-1.14253429444731,-1.02928142575734,-1.14253429444731,-1.14253429444731,"1992-05-18","2014-05-01",21,18
"2250",2250,"Theresa Plaisance",2530082,"F",2015,0.176239687893688,0.00652739584791436,27,0.287205417308232,-0.96995457829285,-1.03157939079267,0.613636363636364,-1.03157939079267,-0.96995457829285,-1.03157939079267,-1.03157939079267,"1992-05-18","2015-05-01",22,33
"2251",2251,"Theresa Plaisance",2530082,"F",2016,0.264321174644206,0.00978967313497058,27,0.430745617938706,-0.787584171902519,-0.836571579634506,0.613636363636364,-0.836571579634506,-0.787584171902519,-0.836571579634506,-0.836571579634506,"1992-05-18","2016-05-01",23,33
"2252",2252,"Theresa Plaisance",2530082,"F",2017,1.37221693190347,0.039206198054385,35,1.72507271439294,0.0261421849179453,-0.00126966751556355,0.795454545454545,-0.00126966751556348,0.0261421849179453,-0.00126966751556354,-0.00126966751556351,"1992-05-18","2017-05-01",24,69
"2253",2253,"Theresa Plaisance",2530082,"F",2018,0.137773119788059,0.019681874255437,7,0.86600246723923,-0.893484110745175,-0.641543158118738,0.159090909090909,-0.641543158118738,-0.893484110745175,-0.641543158118738,-0.641543158118738,"1992-05-18","2018-05-01",25,6
"2254",2254,"Theresa Plaisance",2530082,"F",2019,1.12866980488976,0.0331961707320518,34,1.46063151221028,-0.243315414753208,-0.285416612036914,0.772727272727273,-0.285416612036914,-0.243315414753208,-0.285416612036914,-0.285416612036914,"1992-05-18","2019-05-01",26,63
"2255",2255,"Theresa Plaisance",2530082,"F",2020,0.0574354145269262,0.00358971340793289,16,0.157947389949047,-0.88546651261038,-1.02344091138285,0.363636363636364,-1.02344091138285,-0.88546651261038,-1.02344091138285,-1.02344091138285,"1992-05-18","2020-05-01",27,14
"2256",2256,"Theresa Plaisance",2530082,"F",2021,1.18213834911605,0.0381334951327758,31,1.67787378584213,-0.0656868780460405,-0.207044963407069,0.704545454545455,-0.207044963407068,-0.0656868780460405,-0.207044963407068,-0.207044963407069,"1992-05-18","2021-05-01",28,45
"2257",2257,"Theresa Plaisance",2530082,"F",2022,0.585854340887028,0.0162737316913063,36,0.716044194417479,-0.573107138358406,-0.782512690099792,0.818181818181818,-0.782512690099792,-0.573107138358406,-0.782512690099792,-0.782512690099792,"1992-05-18","2022-05-01",29,76
"2258",2258,"Meighan Simmons",2530103,"G",2016,-0.00635456167049613,-0.000235354135944301,27,-0.0103555819815492,-1.15855411541216,-1.31911372285872,0.613636363636364,-1.31911372285872,-1.15855411541216,-1.31911372285872,-1.31911372285872,"1992-01-25","2016-05-01",24,30
"2259",2259,"Meighan Simmons",2530103,"G",2017,-0.0475987395858628,-0.00432715814416935,11,-0.190394958343451,-1.29195912864191,-1.45430299155962,0.25,-1.45430299155962,-1.29195912864191,-1.45430299155962,-1.45430299155962,"1992-01-25","2017-05-01",25,9
"2260",2260,"Jennifer Hamson",2530679,"C",2015,0.246690232292049,0.00986760929168197,25,0.434174808834007,-0.767494829112484,-0.72481638363793,0.568181818181818,-0.72481638363793,-0.767494829112484,-0.72481638363793,-0.72481638363793,"1992-01-23","2015-05-01",23,29
"2261",2261,"Jennifer Hamson",2530679,"C",2017,0.282928254489675,0.0235773545408062,12,1.03740359979547,-0.649288970518126,-0.453845451354708,0.272727272727273,-0.453845451354708,-0.649288970518126,-0.453845451354708,-0.453845451354708,"1992-01-23","2017-05-01",25,10
"2262",2262,"Ezinne Kalu",2531437,"G",2024,-0.00854700854700855,-0.00427350427350427,2,-0.188034188034188,-1.03904294925272,-1.35602451920792,0.0454545454545455,-1.35602451920792,-1.03904294925272,-1.35602451920792,-1.35602451920792,"1992-06-26","2024-05-01",31,2
"2263",2263,"Elizabeth Williams",2566081,"C",2015,0.753455083045003,0.0358788134783335,21,1.57866779304667,-0.445812479480253,-0.15628716388369,0.477272727272727,-0.15628716388369,-0.445812479480253,-0.15628716388369,-0.15628716388369,"1993-06-23","2015-05-01",21,19
"2264",2264,"Elizabeth Williams",2566081,"C",2016,3.02370445972837,0.0839917905480102,36,3.69563878411245,0.956601765763412,0.916924250890312,0.818181818181818,0.916924250890312,0.956601765763412,0.916924250890312,0.916924250890312,"1993-06-23","2016-05-01",22,77
"2265",2265,"Elizabeth Williams",2566081,"C",2017,2.78360150778938,0.079531471651125,35,3.4993847526495,0.542287641419206,0.565904765484254,0.795454545454545,0.565904765484254,0.542287641419206,0.565904765484254,0.565904765484254,"1993-06-23","2017-05-01",23,72
"2266",2266,"Elizabeth Williams",2566081,"C",2018,2.60734285715017,0.0686142857144781,38,3.01902857143704,0.590407587824826,0.485499759089315,0.863636363636364,0.485499759089315,0.590407587824826,0.485499759089315,0.485499759089315,"1993-06-23","2018-05-01",24,85
"2267",2267,"Elizabeth Williams",2566081,"C",2019,2.56516682171798,0.0801614631786869,32,3.52710437986222,0.758656158035535,0.847370785966455,0.727272727272727,0.847370785966455,0.758656158035535,0.847370785966455,0.847370785966455,"1993-06-23","2019-05-01",25,50
"2268",2268,"Elizabeth Williams",2566081,"C",2020,1.47815058993853,0.0671886631790242,22,2.95630117987706,1.43302157037529,0.723618145806283,0.5,0.723618145806283,1.43302157037529,0.723618145806283,0.723618145806283,"1993-06-23","2020-05-01",26,20
"2269",2269,"Elizabeth Williams",2566081,"C",2021,1.69031615463356,0.0528223798322988,32,2.32418471262115,0.0415745824752196,0.018360518310811,0.727272727272727,0.0183605183108108,0.0415745824752195,0.018360518310811,0.0183605183108108,"1993-06-23","2021-05-01",27,50
"2270",2270,"Elizabeth Williams",2566081,"C",2022,1.09805120970632,0.0343141003033224,32,1.50982041334619,-0.177822706598895,-0.130391165457091,0.727272727272727,-0.130391165457091,-0.177822706598895,-0.130391165457091,-0.130391165457091,"1993-06-23","2022-05-01",28,51
"2271",2271,"Elizabeth Williams",2566081,"C",2023,3.09518430264996,0.0736948643488085,42,3.24257403134758,1.17017175723803,0.830763149952912,0.954545454545455,0.830763149952912,1.17017175723803,0.830763149952913,0.830763149952912,"1993-06-23","2023-05-01",29,98
"2272",2272,"Elizabeth Williams",2566081,"C",2024,0.789414392013132,0.0877127102236814,9,3.85935924984198,-0.589953616549064,0.552160654500478,0.204545454545455,0.552160654500478,-0.589953616549064,0.552160654500478,0.552160654500479,"1993-06-23","2024-05-01",30,7
"2273",2273,"Dearica Hamby",2566106,"F",2015,0.843890363318802,0.0272222697844775,31,1.19777987051701,-0.517241722858739,-0.536289923125557,0.704545454545455,-0.536289923125557,-0.517241722858739,-0.536289923125557,-0.536289923125557,"1993-11-06","2015-05-01",21,45
"2274",2274,"Dearica Hamby",2566106,"F",2016,1.27892429560645,0.051156971824258,25,2.25090676026735,-0.141527008271394,0.131979965585253,0.568181818181818,0.131979965585253,-0.141527008271394,0.131979965585253,0.131979965585253,"1993-11-06","2016-05-01",22,28
"2275",2275,"Dearica Hamby",2566106,"F",2017,1.30058003543119,0.0382523539832703,34,1.68310357526389,-0.0213006494349377,-0.0251705808966744,0.772727272727273,-0.0251705808966744,-0.0213006494349378,-0.0251705808966744,-0.0251705808966744,"1993-11-06","2017-05-01",23,63
"2276",2276,"Dearica Hamby",2566106,"F",2018,1.51791173096897,0.045997325180878,33,2.02388230795863,0.0142778977257309,0.00842187658300154,0.75,0.00842187658300141,0.0142778977257309,0.00842187658300149,0.00842187658300139,"1993-11-06","2018-05-01",24,54
"2277",2277,"Dearica Hamby",2566106,"F",2019,3.27069704360693,0.0838640267591519,39,3.69001717740269,1.20843853551724,0.987954095088668,0.886363636363636,0.987954095088668,1.20843853551724,0.987954095088668,0.987954095088668,"1993-11-06","2019-05-01",25,87
"2278",2278,"Dearica Hamby",2566106,"F",2020,2.37336548095762,0.0949346192383048,25,4.17712324648541,1.04532356707238,0.991539989468772,0.568181818181818,0.991539989468772,1.04532356707238,0.991539989468772,0.991539989468772,"1993-11-06","2020-05-01",26,28
"2279",2279,"Dearica Hamby",2566106,"F",2021,2.40276398702682,0.0686503996293376,35,3.02061758369086,0.825116384459401,0.542896922900658,0.795454545454545,0.542896922900658,0.825116384459401,0.542896922900658,0.542896922900658,"1993-11-06","2021-05-01",27,69
"2280",2280,"Dearica Hamby",2566106,"F",2022,2.35512294760182,0.0560743558952813,42,2.46727165939238,0.440702425048195,0.246432939065352,0.954545454545455,0.246432939065353,0.440702425048195,0.246432939065352,0.246432939065352,"1993-11-06","2022-05-01",28,94
"2281",2281,"Dearica Hamby",2566106,"F",2023,2.39523823478201,0.0598809558695502,40,2.63476205826021,0.239050637146247,0.216647419771074,0.909090909090909,0.216647419771074,0.239050637146247,0.216647419771074,0.216647419771074,"1993-11-06","2023-05-01",29,88
"2282",2282,"Dearica Hamby",2566106,"F",2024,5.08728578295135,0.124080141047594,41,5.45952620609413,1.71005860300918,1.88327439432991,0.931818181818182,1.88327439432991,1.71005860300918,1.88327439432991,1.88327439432991,"1993-11-06","2024-05-01",30,91
"2283",2283,"Julie Vanloo",2566110,"G",2024,1.15776845274178,0.0289442113185444,40,1.27354529801596,-0.231492641533376,-0.337160108811605,0.909090909090909,-0.337160108811605,-0.231492641533376,-0.337160108811605,-0.337160108811605,"1993-02-10","2024-05-01",31,89
"2284",2284,"Rachel Banham",2566186,"G",2016,0.244667126939615,0.0174762233528297,14,0.768953827524505,-0.917985415565648,-0.702805356971143,0.318181818181818,-0.702805356971143,-0.917985415565648,-0.702805356971142,-0.702805356971142,"1993-07-15","2016-05-01",22,12
"2285",2285,"Rachel Banham",2566186,"G",2017,0.359961427426214,0.0116116589492327,31,0.510912993766239,-0.929167845361839,-0.978948013506371,0.704545454545455,-0.978948013506371,-0.929167845361839,-0.978948013506371,-0.978948013506371,"1993-07-15","2017-05-01",23,42
"2286",2286,"Rachel Banham",2566186,"G",2018,0.915685537815438,0.026931927582807,34,1.18500481364351,-0.31964363422958,-0.365953078277191,0.772727272727273,-0.365953078277191,-0.31964363422958,-0.365953078277191,-0.365953078277191,"1993-07-15","2018-05-01",24,59
"2287",2287,"Rachel Banham",2566186,"G",2019,0.242900437811438,0.00736061932761934,33,0.323867250415251,-0.959338221781429,-1.10120710760138,0.75,-1.10120710760138,-0.959338221781429,-1.10120710760138,-1.10120710760138,"1993-07-15","2019-05-01",25,50
"2288",2288,"Rachel Banham",2566186,"G",2020,0.698444097912871,0.0291018374130363,24,1.2804808461736,-0.430609251637919,-0.628645259762868,0.545454545454545,-0.628645259762868,-0.430609251637919,-0.628645259762868,-0.628645259762868,"1993-07-15","2020-05-01",26,25
"2289",2289,"Rachel Banham",2566186,"G",2021,0.525975894138569,0.0187848533620917,28,0.826533547932036,-0.740451279936798,-0.749728631721809,0.636363636363636,-0.749728631721809,-0.740451279936798,-0.749728631721808,-0.749728631721809,"1993-07-15","2021-05-01",27,32
"2290",2290,"Rachel Banham",2566186,"G",2022,1.17597850604204,0.0326660696122789,36,1.43730706294027,-0.16487285200376,-0.281775890260357,0.818181818181818,-0.281775890260357,-0.16487285200376,-0.281775890260357,-0.281775890260357,"1993-07-15","2022-05-01",28,72
"2291",2291,"Rachel Banham",2566186,"G",2023,0.618749467083785,0.0176785562023939,35,0.77785647290533,-0.591515460487707,-0.655552789292031,0.795454545454545,-0.655552789292031,-0.591515460487708,-0.655552789292031,-0.655552789292031,"1993-07-15","2023-05-01",29,66
"2292",2292,"Rachel Banham",2566186,"G",2024,0.707068953567737,0.0191099717180469,37,0.840838755594065,-0.543554456134351,-0.638799055189224,0.840909090909091,-0.638799055189225,-0.543554456134351,-0.638799055189225,-0.638799055189225,"1993-07-15","2024-05-01",30,77
"2293",2293,"Brittany Boyd-Jones",2566210,"G",2015,1.47597282367732,0.0491990941225773,30,2.1647601413934,0.242415228154416,0.263303626950566,0.681818181818182,0.263303626950566,0.242415228154416,0.263303626950566,0.263303626950566,"1993-06-11","2015-05-01",21,39
"2294",2294,"Brittany Boyd-Jones",2566210,"G",2016,1.25729519548104,0.0369792704553246,34,1.62708790003428,0.0524750224384546,-0.0241593641347838,0.772727272727273,-0.0241593641347839,0.0524750224384545,-0.0241593641347838,-0.0241593641347838,"1993-06-11","2016-05-01",22,59
"2295",2295,"Brittany Boyd-Jones",2566210,"G",2017,0.280041081821294,0.140020540910647,2,6.16090380006847,-1.00030925487386,2.8506838160651,0.0454545454545455,2.8506838160651,-1.00030925487386,2.8506838160651,2.8506838160651,"1993-06-11","2017-05-01",23,2
"2296",2296,"Brittany Boyd-Jones",2566210,"G",2018,1.81085610232693,0.0603618700775644,30,2.65592228341283,0.43599423618543,0.69137623362519,0.681818181818182,0.69137623362519,0.43599423618543,0.69137623362519,0.69137623362519,"1993-06-11","2018-05-01",24,39
"2297",2297,"Brittany Boyd-Jones",2566210,"G",2019,1.78186896150655,0.053996029136562,33,2.37582528200873,0.394925007294116,0.46810558074686,0.75,0.46810558074686,0.394925007294116,0.46810558074686,0.46810558074686,"1993-06-11","2019-05-01",25,50
"2298",2298,"Brittany Boyd-Jones",2566210,"G",2021,0.0295179777045062,0.0147589888522531,2,0.649395509499136,-1.17840496333433,-0.874642064645592,0.0454545454545455,-0.874642064645592,-1.17840496333433,-0.874642064645592,-0.874642064645592,"1993-06-11","2021-05-01",27,2
"2299",2299,"Reshanda Gray",2566211,"F",2015,0.33827461050915,0.0125286892781167,27,0.551262328237134,-0.860083810244,-0.887950710691961,0.613636363636364,-0.887950710691961,-0.860083810244,-0.887950710691961,-0.887950710691961,"1993-06-01","2015-05-01",21,33
"2300",2300,"Reshanda Gray",2566211,"F",2016,0.190691218178149,0.00635637393927164,30,0.279680453327952,-0.834468672698879,-0.916956989041408,0.681818181818182,-0.916956989041408,-0.834468672698879,-0.916956989041408,-0.916956989041408,"1993-06-01","2016-05-01",22,42
"2301",2301,"Reshanda Gray",2566211,"F",2019,0.88091349177128,0.0259092203462141,34,1.14000569523342,-0.411231676401499,-0.468550257175564,0.772727272727273,-0.468550257175564,-0.411231676401499,-0.468550257175564,-0.468550257175564,"1993-06-01","2019-05-01",25,63
"2302",2302,"Reshanda Gray",2566211,"F",2020,0.173708112640088,0.0157916466036444,11,0.694832450560353,-0.78853000519639,-0.754277983036482,0.25,-0.754277983036483,-0.78853000519639,-0.754277983036482,-0.754277983036483,"1993-06-01","2020-05-01",26,9
"2303",2303,"Reshanda Gray",2566211,"F",2021,0.303002082816735,0.0189376301760459,16,0.833255727746021,-0.707273806817015,-0.678776399227508,0.363636363636364,-0.678776399227508,-0.707273806817015,-0.678776399227508,-0.678776399227508,"1993-06-01","2021-05-01",27,14
"2304",2304,"Reshanda Gray",2566211,"F",2022,0.058449106015179,0.00201548641431652,29,0.0886814022299268,-0.875315897884527,-1.15112397323283,0.659090909090909,-1.15112397323283,-0.875315897884527,-1.15112397323283,-1.15112397323283,"1993-06-01","2022-05-01",28,39
"2305",2305,"Cierra Burdick",2566452,"F",2015,0.465463564163456,0.0423148694694051,11,1.86185425665383,-0.773840994190747,-0.175079427880472,0.25,-0.175079427880472,-0.773840994190747,-0.175079427880472,-0.175079427880472,"1993-09-30","2015-05-01",21,9
"2306",2306,"Cierra Burdick",2566452,"F",2016,-0.0876995668843605,-0.0109624458605451,8,-0.482347617863983,-1.0117363720215,-1.32245046359692,0.181818181818182,-1.32245046359692,-1.0117363720215,-1.32245046359692,-1.32245046359692,"1993-09-30","2016-05-01",22,7
"2307",2307,"Cierra Burdick",2566452,"F",2017,0.228438410610677,0.0228438410610677,10,1.00512900668698,-0.731345891677817,-0.411268837244718,0.227272727272727,-0.411268837244717,-0.731345891677817,-0.411268837244718,-0.411268837244718,"1993-09-30","2017-05-01",23,8
"2308",2308,"Cierra Burdick",2566452,"F",2020,0.0380049008214197,0.00223558240125998,17,0.0983656256554392,-0.901665725034593,-1.05331174096982,0.386363636363636,-1.05331174096982,-0.901665725034593,-1.05331174096982,-1.05331174096982,"1993-09-30","2020-05-01",26,15
"2309",2309,"Cierra Burdick",2566452,"F",2021,0.181187070654454,0.0120791380436303,15,0.531482073919732,-0.796173471780657,-0.847321361826515,0.340909090909091,-0.847321361826515,-0.796173471780657,-0.847321361826515,-0.847321361826515,"1993-09-30","2021-05-01",27,12
"2310",2310,"Isabelle Harrison",2566453,"F",2016,0.437242861885494,0.015077340065017,29,0.663402962860749,-0.6774748173369,-0.712769007603615,0.659090909090909,-0.712769007603615,-0.677474817336901,-0.712769007603615,-0.712769007603615,"1993-09-27","2016-05-01",22,39
"2311",2311,"Isabelle Harrison",2566453,"F",2017,2.21528451454374,0.0651554268983452,34,2.86683878352719,0.584478986777623,0.648952197554412,0.772727272727273,0.648952197554412,0.584478986777623,0.648952197554412,0.648952197554412,"1993-09-27","2017-05-01",23,63
