"","X","athlete_display_name","athlete_id","position","season","pie.season","pie.game","games_played","pie.season.f","pie.season.s.p","pie.game.s.p","pct_season_played","pie.season.f.s.p","pie.season.s","pie.game.s","pie.season.f.s","birth_date","season_start","age","availability"
"879",879,"Sancho Lyttle",609,"F",2009,3.73819776795634,0.101032372106928,37,4.44542437270484,1.1866692777581,1.04434993944334,0.840909090909091,1.04434993944334,1.1866692777581,1.04434993944334,1.04434993944334,"1983-09-20","2009-05-01",25,78
"880",880,"Sancho Lyttle",609,"F",2010,4.31191295291611,0.110561870587593,39,4.86472230585407,1.45707847526508,1.17791578128798,0.886363636363636,1.17791578128798,1.45707847526508,1.17791578128798,1.17791578128798,"1983-09-20","2010-05-01",26,85
"881",881,"Sancho Lyttle",609,"F",2011,2.36624270701965,0.0788747569006551,30,3.47048930362882,0.393822474599946,0.6251489983894,0.681818181818182,0.6251489983894,0.393822474599946,0.6251489983894,0.6251489983894,"1983-09-20","2011-05-01",27,40
"882",882,"Sancho Lyttle",609,"F",2012,3.78156708359322,0.10220451577279,37,4.49699869400274,1.3554917431487,1.24407832514009,0.840909090909091,1.24407832514009,1.3554917431487,1.24407832514009,1.24407832514009,"1983-09-20","2012-05-01",28,78
"883",883,"Sancho Lyttle",609,"F",2013,0.832600121812038,0.138766686968673,6,6.10573422662161,-0.530923661161886,1.80774833589697,0.136363636363636,1.80774833589697,-0.530923661161886,1.80774833589697,1.80774833589697,"1983-09-20","2013-05-01",29,4
"884",884,"Sancho Lyttle",609,"F",2014,4.14369028262631,0.111991629260171,37,4.92763168744751,1.59492984052681,1.49211443726792,0.840909090909091,1.49211443726792,1.59492984052681,1.49211443726792,1.49211443726792,"1983-09-20","2014-05-01",30,78
"885",885,"Sancho Lyttle",609,"F",2015,2.71485430504965,0.113118929377069,24,4.97723289259102,0.751399888169233,1.51947088674496,0.545454545454545,1.51947088674496,0.751399888169233,1.51947088674496,1.51947088674496,"1983-09-20","2015-05-01",31,25
"886",886,"Sancho Lyttle",609,"F",2016,1.69245627256321,0.0890766459243795,19,3.9193724206727,0.1217929939873,1.01981069438779,0.431818181818182,1.01981069438779,0.1217929939873,1.01981069438779,1.01981069438779,"1983-09-20","2016-05-01",32,17
"887",887,"Sancho Lyttle",609,"F",2017,1.93547548780052,0.0667405340620868,29,2.93658349873182,0.399170382414003,0.688670963092362,0.659090909090909,0.688670963092362,0.399170382414003,0.688670963092362,0.688670963092362,"1983-09-20","2017-05-01",33,38
"888",888,"Sancho Lyttle",609,"F",2018,1.32503167745601,0.0736128709697782,18,3.23896632267024,-0.112585580589023,0.690497940103442,0.409090909090909,0.690497940103441,-0.112585580589023,0.690497940103442,0.690497940103442,"1983-09-20","2018-05-01",34,15
"889",889,"Sancho Lyttle",609,"F",2019,0.379746450985525,0.018083164332644,21,0.795659230636338,-0.750896465931349,-0.665232557580657,0.477272727272727,-0.665232557580657,-0.750896465931349,-0.665232557580657,-0.665232557580657,"1983-09-20","2019-05-01",35,19
"890",890,"Laurie Koehn",610,"G",2006,0.431927389864983,0.016612591917884,26,0.730954044386894,-1.39491005775967,-1.43647833939094,0.590909090909091,-1.43647833939094,-1.39491005775967,-1.43647833939094,-1.43647833939094,"1982-05-13","2006-05-01",23,27
"891",891,"Laurie Koehn",610,"G",2007,0.177977911372543,0.0111236194607839,16,0.489439256274493,-1.457402684016,-1.4646352515502,0.363636363636364,-1.4646352515502,-1.457402684016,-1.4646352515502,-1.4646352515502,"1982-05-13","2007-05-01",24,13
"892",892,"Laurie Koehn",610,"G",2008,0.16261080676366,0.00650443227054641,25,0.286195019904042,-1.18437655992975,-1.25419577333012,0.568181818181818,-1.25419577333012,-1.18437655992975,-1.25419577333012,-1.25419577333012,"1982-05-13","2008-05-01",25,26
"893",893,"Laurie Koehn",610,"G",2012,0.115092062159741,0.00500400270259744,23,0.220176118914287,-0.956526867785122,-0.919160973161421,0.522727272727273,-0.919160973161421,-0.956526867785122,-0.919160973161421,-0.919160973161421,"1982-05-13","2012-05-01",29,22
"894",894,"Loree Moore",614,"G",2006,2.10930629104397,0.0639183724558779,33,2.81240838805863,-0.150862720623027,-0.0902949431702634,0.75,-0.0902949431702631,-0.150862720623027,-0.0902949431702632,-0.0902949431702632,"1983-03-21","2006-05-01",23,48
"895",895,"Loree Moore",614,"G",2007,3.18724927440005,0.0861418722810824,37,3.79024238036763,0.472396956169464,0.446843246958148,0.840909090909091,0.446843246958148,0.472396956169464,0.446843246958148,0.446843246958148,"1983-03-21","2007-05-01",24,74
"896",896,"Loree Moore",614,"G",2008,1.91502435271672,0.056324245668139,34,2.47826680939811,-0.047441802871679,-0.0632687265453097,0.772727272727273,-0.0632687265453096,-0.0474418028716791,-0.0632687265453097,-0.0632687265453097,"1983-03-21","2008-05-01",25,54
"897",897,"Loree Moore",614,"G",2009,2.0412809530313,0.0600376750891558,34,2.64165770392286,0.040679218076573,0.0477722619016586,0.772727272727273,0.0477722619016587,0.040679218076573,0.0477722619016586,0.0477722619016587,"1983-03-21","2009-05-01",26,54
"898",898,"Tanisha Wright",618,"G",2006,0.257324167087997,0.00756835785552934,34,0.333007745643291,-1.52440654433078,-1.69385064332105,0.772727272727273,-1.69385064332105,-1.52440654433078,-1.69385064332105,-1.69385064332105,"1983-11-29","2006-05-01",22,54
"899",899,"Tanisha Wright",618,"G",2007,0.712187300499437,0.0197829805694288,36,0.870451145054867,-1.11482238381881,-1.2439931818176,0.818181818181818,-1.2439931818176,-1.11482238381881,-1.2439931818176,-1.2439931818176,"1983-11-29","2007-05-01",23,68
"900",900,"Tanisha Wright",618,"G",2008,2.00416832177229,0.0541667113992511,37,2.38333530156705,0.010393219595157,-0.114843907983219,0.840909090909091,-0.114843907983219,0.0103932195951569,-0.114843907983219,-0.114843907983219,"1983-11-29","2008-05-01",24,75
"901",901,"Tanisha Wright",618,"G",2009,3.09658768241691,0.0860163245115808,36,3.78471827850955,0.846531677511776,0.778582256493835,0.818181818181818,0.778582256493835,0.846531677511776,0.778582256493835,0.778582256493835,"1983-11-29","2009-05-01",25,68
"902",902,"Tanisha Wright",618,"G",2010,2.52978437010777,0.0632446092526942,40,2.78276280711854,0.716797868120759,0.440725615437658,0.909090909090909,0.440725615437658,0.716797868120759,0.440725615437658,0.440725615437658,"1983-11-29","2010-05-01",26,87
"903",903,"Tanisha Wright",618,"G",2011,2.73374602438924,0.0759373895663677,36,3.34124514092018,0.790585831496604,0.904959648588622,0.818181818181818,0.904959648588622,0.790585831496604,0.904959648588622,0.904959648588622,"1983-11-29","2011-05-01",27,68
"904",904,"Tanisha Wright",618,"G",2012,2.055569385343,0.0622899813740302,33,2.74075918045733,0.491201681375834,0.56243977802612,0.75,0.562439778026121,0.491201681375834,0.562439778026121,0.562439778026121,"1983-11-29","2012-05-01",28,48
"905",905,"Tanisha Wright",618,"G",2013,3.01683060238127,0.0838008500661463,36,3.68723740291044,1.38647346411328,1.24136587570965,0.818181818181818,1.24136587570965,1.38647346411328,1.24136587570965,1.24136587570965,"1983-11-29","2013-05-01",29,68
"906",906,"Tanisha Wright",618,"G",2014,1.40731622706733,0.0485281457609424,29,2.13523841348147,0.100334721874433,0.333498089304436,0.659090909090909,0.333498089304436,0.100334721874433,0.333498089304436,0.333498089304436,"1983-11-29","2014-05-01",30,33
"907",907,"Tanisha Wright",618,"G",2015,2.09336995719442,0.0523342489298604,40,2.30270695291386,0.878238090154257,0.366426717249933,0.909090909090909,0.366426717249933,0.878238090154257,0.366426717249933,0.366426717249933,"1983-11-29","2015-05-01",31,87
"908",908,"Tanisha Wright",618,"G",2016,1.01937205211875,0.0339790684039584,30,1.49507900977417,-0.175540578838777,-0.128557158446555,0.681818181818182,-0.128557158446555,-0.175540578838777,-0.128557158446555,-0.128557158446555,"1983-11-29","2016-05-01",32,37
"909",909,"Tanisha Wright",618,"G",2018,0.564548297309142,0.016604361685563,34,0.730591914164772,-0.61604814880874,-0.692595523009843,0.772727272727273,-0.692595523009844,-0.61604814880874,-0.692595523009844,-0.692595523009844,"1983-11-29","2018-05-01",34,54
"910",910,"Tanisha Wright",618,"G",2019,1.47113306092478,0.047455905191122,31,2.08805982840937,0.121483284716737,0.248026041765709,0.704545454545455,0.248026041765709,0.121483284716737,0.248026041765709,0.248026041765709,"1983-11-29","2019-05-01",35,40
"911",911,"Ashley Battle",619,NA,2006,0.972632247107159,0.0303947577220987,32,1.33736933977234,0.104333819342044,0.114513694306745,0.727272727272727,0.114513694306745,0.104333819342044,0.114513694306745,0.114513694306745,"1982-05-31","2006-05-01",23,75
"912",912,"Ashley Battle",619,NA,2007,1.85896681115206,0.050242346247353,37,2.21066323488353,1.48689928372442,1.03318747962186,0.840909090909091,1.03318747962186,1.48689928372442,1.03318747962186,1.03318747962186,"1982-05-31","2007-05-01",24,95
"913",913,"Ashley Battle",619,NA,2008,0.943148535698082,0.0285802586575176,33,1.25753138093078,0.469512341721167,0.444254395925372,0.75,0.444254395925372,0.469512341721167,0.444254395925372,0.444254395925372,"1982-05-31","2008-05-01",25,79
"914",914,"Ashley Battle",619,NA,2009,1.08998318894907,0.0320583290867374,34,1.41056647981645,1.02264161984717,0.516055550047964,0.772727272727273,0.516055550047964,1.02264161984717,0.516055550047964,0.516055550047964,"1982-05-31","2009-05-01",26,85
"915",915,"Ashley Battle",619,NA,2010,0.0645596314543418,0.0092228044934774,7,0.405803397713005,-0.633093285169409,-0.205081766933802,0.159090909090909,-0.205081766933802,-0.633093285169409,-0.205081766933802,-0.205081766933802,"1982-05-31","2010-05-01",27,11
"916",916,"Tan White",622,"G",2006,1.02667650215255,0.0301963677103692,34,1.32864017925624,-0.953807544257398,-1.04992402780652,0.772727272727273,-1.04992402780652,-0.953807544257398,-1.04992402780652,-1.04992402780652,"1982-09-27","2006-05-01",23,54
"917",917,"Tan White",622,"G",2007,1.86493358251744,0.0490771995399325,38,2.15939677975703,-0.375583846678236,-0.497571243321559,0.863636363636364,-0.497571243321559,-0.375583846678236,-0.497571243321559,-0.497571243321559,"1982-09-27","2007-05-01",24,80
"918",918,"Tan White",622,"G",2008,1.64649235770226,0.0484262458147724,34,2.13075481584999,-0.221660587712244,-0.252067941143156,0.772727272727273,-0.252067941143156,-0.221660587712244,-0.252067941143156,-0.252067941143156,"1982-09-27","2008-05-01",25,54
"919",919,"Tan White",622,"G",2009,1.53295099957416,0.0528603792956606,29,2.32585668900907,-0.347491284196738,-0.154133519062572,0.659090909090909,-0.154133519062572,-0.347491284196738,-0.154133519062572,-0.154133519062572,"1982-09-27","2009-05-01",26,33
